原数据,标签
1 啊 我看 你们 那个 官网 上面 有 两款 一个 是 保 六 十种 重疾 十 五种 轻症！ 还有 一个 是 发生 重疾 四十 五种 轻症 对吧！ 我想 咨询 第二个。  #,1 产品推荐
1 喂 你好 我 是 你们 没 给我 恢复 我 见过 原来 是 交了 一次 那种 公共交通 我们 这个 白银， 可以 买 个 就 说 保险 嘛。  #,1 产品推荐
1 我想 咨询一下 那个 你们 的 那个。  #,1 产品推荐
1 您好 我想 了解 一下 常青树 多 被保人 的 这个 项目。  #,1 产品推荐
1 嗯 重疾险 是吧！ 那 我给您 预约 当地 的 那种 业务员 还是 电 还是 电销 取得 电话 业务员。  #,1 产品推荐
1 有一个 什么 华夏 图 那个 重大疾病 一下？  #,1 产品推荐
1 您好 呃 我想 了解 一下 重疾 这 一块 你们 有什么 产品？ 嗯 就是 想 咨询一下。  #,1 产品推荐
1 那个 分红 的 打 出来 我想 了解。  #,1 产品推荐
1 你好 我想 问一下 的， 假如说 这个 二十一岁 小 咱 还是 保险。  #,1 产品推荐
1 嗯 那个 我想 咨询 你们 这边 那个 重疾 健康险。  #,1 产品推荐
1 嗯 我想 咨询一下 那个 就是 有没有 我 这 一千多 块钱 的 那个 意外险 的。  #,1 产品推荐
1 喂 你好 我 这边是 这样 的 我们现在 公司 想 为 元 中 投保单。 我 意外险 这 一块。  #,1 产品推荐
1 不幸 的 一款 产品 但是 主要 是 重疾 和 寿险。  #,1 产品推荐
1 嗯 那 有没有 那种 身价 险 那个 意外 身价 的 那种。  #,1 产品推荐
1 嗯 那 有没有 还有 没有 那种 呃 住院医疗 的 住院医疗。  #,1 产品推荐
1 嗯 我想 问一下 你们 是 有 那个 保险 是 给 小孩 上 那个 重疾 的 那个 保险。  #,1 产品推荐
1 哎 你好 我 我想 我给你 查 了 一下 哪个 就是 你们 那个 大 刚才 那个 那个 好的 五百八十八 绿卡 看清 楚！ 常青树 那个 保单。  #,1 产品推荐
1 你好 我想 咨询一下 就是 咱们 那个 重疾险 那个 常青树 那 产品 还有 吗？  #,1 产品推荐
1 喂 你好 呃 是 这样 的 我 对 你们 那个 华夏 福 多 被保 您 这款 产品 比较 感兴趣 不 就 怎么 购买？ 然后 有 因为 我们 这 账号 也 没有 认识 的 保险金 期。 对 呀！  #,1 产品推荐
1 呃， 你好 呃 我 是 想 胖 的， 那个 我想 问一下 你们 生产 办公室 电话 我想 那个 做 一份 保单。 的  #,1 产品推荐
1 我 就是 想想 了解 一下 就是 那种 重级 保障。 嗯 没问题。  #,1 产品推荐
1 喂 你好 我想 问一下 你们 家 保险 的 话 就是 买一个 大 这个 还有 意外 就是 说 我 买 买 二十年 或 三十年 以后 的 话， 可以 吧 还 取出来。  #,1 产品推荐
1 喂 你好 就是 我想 问一下 你们 这边 还有 那个 什么 服务 的 那个 保险 吗？  #,1 产品推荐
1 你们 那个 守护 神 这 一款 保险 意外伤害保险 哪有 我们？ 还 没有。  #,1 产品推荐
1 没有 华夏 的 人 寿险 嗯 没有 但是 我 现在 没有 这边 没有人 一趟 多远 从 平安 啊 太平洋？ 妈 两只 懂 了 你 知道 我 就 没有人 就 问， 我 怎么 打电话 所以说 我想 而且 我 现在 有事 代理 电子 的 比较 多 我想 有 专？  #,1 产品推荐
1 我想 那个 了解 一下 那个。  #,1 产品推荐
1 你好 我 是 想 呃 就是 呃 之前 我看到 有一个 华夏 的 那个 新 出 的 一个叫做。 一个  #,1 产品推荐
1 嗯 你好 我想 请问 一下 如果 我想 买 华夏 的 一份 那种 健康险 的 话 我知道了 因为 没有钱 了 那个 近 见。  #,1 产品推荐
1 喂 就是 我 我 我看到 你们 这个 你们 这个 产品 的 正常 我想 咨询一下 你们 这， 又 拿 是 这个 这个， 重疾 就 重大疾病 保 疾病 的。  #,1 产品推荐
1 嗯 我 说 呃 我想 咨询一下 那个 华夏 不多 对吧 也 没有 停售。  #,1 产品推荐
1 了解 一下 这个 华夏 你们 有个 常青树 是吗 对？ 呃 我看 一下 我 宝宝 在 这个 投保 的 话 大概 要 嗯 大概 多少 保费 啊！  #,1 产品推荐
1 你好 我想 问一下 你们 那个 常青树 全能保 那个 斜杠 我看 能不能 办 了。  #,1 产品推荐
1 喂 你好 我想 咨询一下 iphone 四s 那个 小孩 买 那个。 健康险 的 话， 咱们 这边 有什么 好的 再见 啊！  #,1 产品推荐
1 哎 您好 呃 我 这样 子 的 我想 就是 咨询一下 你们 那个 华夏人寿 好像 出 了 一个 一款 产品 就是 重疾险 吧！ 叫 作 肠道 天数。 都 会 保 是吧！  #,1 产品推荐
1 啊 是 这样 的 我 是 在 那个 电视 上 那个 介绍 的 就 这个 华夏 保险 我 等一下 等一下 问一下 我 这个 到！ 喂。  #,1 产品推荐
1 嗯 你好 我想 咨询一下 保险 但是 我 联系 不到 业务员 我 现在 我 在 那个 你们 宣武 门外 大街 这边 的 一个 点 这 案件 没有 业务员。  #,1 产品推荐
1 嗯 我想 了解 一下 就是 那个。 哦 就 你们 华夏 的 那个！ 就， 说 买 那个 全 本 的 那个 重疾险 常青树 那个 产品线。 这个 是， 没有 那个 业务人员。  #,1 产品推荐
1 唉 你好 我想 了解 一下 咱们 这个 保险！ 你 能 给我 退 七千 嘛。  #,1 产品推荐
1 喂 您好 我想 咨询一下 那个 华夏 福 那种 重疾险。  #,1 产品推荐
1 我 就 这 两天 也 没 介绍 那个 华夏 保险 万。 是吗？  #,1 产品推荐
1 哎 你好 那个 我 刚才 没有 去 听 应该 算 那个 案子 所以 我想 了解 一下 你们 这个 华夏 福 产品！  #,1 产品推荐
1 您好 那个 我想 就是 我想 嗯 咨询一下 华夏 的 重疾险。 然后 这边 有没有 就是 我 昨天 已经 在 上面 就是 这样 也 没有人 联系 我 可以 安排 一个人 给我 就是 对接 嘛。  #,1 产品推荐
1 啊 好嘞 好嘞 我想 咨询一下 就是 你们 那 那个 就是！ 呃 五 九年 的， 五 九年 出生 的， 然后 能不能 买 能 买 什么 样 都 大病 保险 有没有 这样 一个？  #,1 产品推荐
1 哦 我 是 看到 您 在 网上 看到 你们 有 一款 这个 华夏 叫什么 多 倍 棒 是吧！  #,1 产品推荐
1 喂 你好 我想 咨询一下 就是 嗯 就是 能不能 就 买点 小 朋友 去 买 的 一个 医疗 的 保险 反正 你 医疗保险。  #,1 产品推荐
1 存到 那个 华夏 福 多 倍 吧 现在 在 什么 渠道 可以 给我们？  #,1 产品推荐
1 西门 年金保险， 那个 年交 是 多少 的？  #,1 产品推荐
1 喂 你好。 我想 咨询一下 就是 防 下浮， 哦 不是 常青树 交费 把 这个！  #,1 产品推荐
1 哎 你好 我 问一下 就是 华夏 的 服务 现在！ 他 这个 什么？ 八十岁 返还 那个， 首 交 保费 啊 那么 返还 了 以后 我 打个比方 啊 返还 了 以后。 这个 还 保 还 保障 了。,1 产品推荐
1 那个 普 华 守护 相伴 定期寿险。  #,1 产品推荐
1 呃 你好 我想 咨询一下 啊 我们 公司 的 许昌 它 现在 公司 想 为 功能 保 保 保险 嘛 那就是 杜 责任险 这 块 目前 我们 保险公司 有 做 这个 嘛。  #,1 产品推荐
1 他 就是， 不是 我 购 买了一份 保险 我想 再 给我 老婆 买一份 保险。 嗯 我看 他 联系 了 一下 联系 了 一下 我。  #,1 产品推荐
1 哦！ 我想 问一下 我 我想 跟我 老婆 买一份 保险 我 给我 买 的 重疾险 还有 这个。 这个 附加险。  #,1 产品推荐
1 不是 我 现在 想 给 她 买一份 保险。 嗯  #,1 产品推荐
1 您 啊 呃 我 在 你们 官网上 看 哪个 华夏 福 这个 计划？  #,1 产品推荐
1 你们 这里 也是 有 一款 华夏 四零零 零 年金保险。 #,1 产品推荐
1 那个， 去年 有 买 一张 那个。 a 你们 那个 叫什么？ 平安福 是不是？ 华夏 福。 #,1 产品推荐
1 是 呃， 呃， 六号 那天 在 那个， 旁 一个 那 边。 咱们 那个， 就是 电话， 财险 定 两份 保险 的。 #,1 产品推荐
1 诶 你好 我想 咨询一下。 #,1 产品推荐
1 嗯 就是 呃 你们 这里 可以 咨询 那个 娱乐 保 吗 就是 在 呃 师傅 保 里面 购买 的 那个 娱乐 吧 嗯？ #,1 产品推荐
0 请问您 最近 投保 了 吗？  #,0 询问是否已购买产品
0 那 请问您 最近 有 买 我们 华夏 保险公司 的 保险产品 吗？  #,0 询问是否已购买产品
0 嗯 您 是 还 没有 购买 需要咨询 吗 还是 已经 购买 了 呢？  #,0 询问是否已购买产品
0 嗯 请问您 是 已经 投保 了 吗？  #,0 询问是否已购买产品
0 您 投保 了 吗？  #,0 询问是否已购买产品
0 还 没有 购买 的 是吗？  #,0 询问是否已购买产品
0 嗯 之前 是 购买 过 就是 了解 过 没有。  #,0 询问是否已购买产品
0 华夏 福 重疾 二零 这个 您 是 已经 买 了 吗 还是 没买 呀 女士？  #,0 询问是否已购买产品
0 嗯 那 这样 的 先生 请问您 是 已经 投保 了 吗？  #,0 询问是否已购买产品
0 嗯 这个 华夏 黄 感受 年金 返还 的 是 一款 年金 险 请问您 是 已经 投保 了 吗？  #,0 询问是否已购买产品
0 好 请提供 保单号， 因为 投保， 没有 投保 呢 是吗？  #,0 询问是否已购买产品
0 啊 有 这样 的 险种 请问您 是 已经 投保 了 吗！  #,0 询问是否已购买产品
0 请问您 是 投保人 本人 吗 已经 购买 了 还是 没有 购买 呢？  #,0 询问是否已购买产品
0 现在 公司 是 有 常 先生 您 是 购买 了 还是 还 没有 购买 呢？  #,0 询问是否已购买产品
0 是的 请问您 现在 是 想 购买 是吗？  #,0 询问是否已购买产品
0 您 买 的 是 公司 什么 产品 呢 有 购买 吗？  #,0 询问是否已购买产品
0 是 想 要 购买 还是 已经 买 了。 啊  #,0 询问是否已购买产品
0 守护 神 它 就是 一个 意外险 啊 您 买 的 是 多少钱 呢？  #,0 询问是否已购买产品
0 您 现在 是 还 没有 投保 是 有 这个 意向 想 要 投保 这个 还 不 都 退保 是吗？  #,0 询问是否已购买产品
0 华夏 询问 年金保险 您 这边 的 话 请问 是 已经 购买 了 呢 还是 没有 购买 呢？  ,0 询问是否已购买产品
0 您 是 已经 购买 了 这款 产品 了 吗？  #,0 询问是否已购买产品
0 好 您 稍等， 您 是 要 购买保险 是吧！  #,0 询问是否已购买产品
0 好的 那您 看 您 是 想 要 购买 公司 重疾 产品 是吗？  #,0 询问是否已购买产品
0 您 是 已经 投保 了 还是 没有 投保 上头。  #,0 询问是否已购买产品
0 那 我 公司 买 了 还是 没有 购买 呢？  #,0 询问是否已购买产品
0 请讲 您的 保单号 或者是 您的 身份证号码 查询 您 投保 的 什么 产品？ #,0 询问是否已购买产品
0 我 心 想 直接 就。 先生 您 是 说 是 办 过 这种 保单 的 是吗？ 嗯 办公 时间 给您 提供 一下 投保人 身份证号 我 查一下 您 这份 保险。 #,0 询问是否已购买产品
0 分红型 的 年金保险 您 试一下 对 有的 您 是 现在 已经 投保 了 吗？ #,0 询问是否已购买产品
0 您 现在 是 已经 投保 了 还是 说 还 没有 投保。 #,0 询问是否已购买产品
0 已经 投保 了 是吧！ #,0 询问是否已购买产品
0 嗯 您 是 购买 了 公司 保险产品 了 嘛。 #,0 询问是否已购买产品
0 就 保 的 是 已经 买 成功 了 吗 还 还 没有 买 呢？ #,0 询问是否已购买产品
0 您好 女士 您 当时 是 在 这个 支付宝 里面 买 的 这个 产品 嘛。 #,0 询问是否已购买产品
0 嗯。 女士 请问您 是 在 什么 渠道 了解 到 的 呢？  #,0 询问了解产品的渠道
0 您 是 在哪 看到 的 呀！  #,0 询问了解产品的渠道
0 资料 购买， 个险 渠道。  #,0 询问了解产品的渠道
0 好 那 之前 没有 工作 跟您 联系 过 是吧！ 没有 我们 是 通过 什么 渠道 了解 到 这个 常青树 险种 的 呢？  #,0 询问了解产品的渠道
0 我 我 不认识 业务员 我 现在 就是 玻璃 是 通过 哪里 了解 到 这个 产品？  #,0 询问了解产品的渠道
0 你 说 我家 的 地址 吗？ 呃 这个 不用 觉得 校 区 就 可以 了。 那 我 跟您 确认一下 就是 您 朋友。 是， 电销 渠道 这 业务员 那 他 给您 推荐 的 常见 全能 版 您 确定 吗？  #,0 询问了解产品的渠道
0 之前 是 有 工作 跟您 联系 过 给您 推荐 这个 保险 的 吗？ 没有 啊！ 那您 是 通过 什么 渠道 了解 到 这个 产品 的 呢？  #,0 询问了解产品的渠道
0 帮 我 之前 有 工作人员 联系 过 您 吗？  #,0 询问了解产品的渠道
0 本月 嘛。 我们 这边 只能 是 看到 当地 的 贵 呃 公司地址 像 您 说的 这种 产品 我们 这边 就 查不到 了。 之前 是 有人 给您 介绍 过 公司 的 保险 吗？  #,0 询问了解产品的渠道
0 给您 推荐 的 嘛 我看到 网上 看到 的。  #,0 询问了解产品的渠道
0 当地 的 公司 柜面 那个 业务员 那 里 还是 从 电话 渠道 购买。  #,0 询问了解产品的渠道
0 女士 您 是 要 购买 我们 重疾险 是吗？ 对 我想 咨询一下， 就是 您 看 您 是 通过 哪个 渠道 了解 到 的 话？  #,0 询问了解产品的渠道
0 您 是 在 电视购物 上 看到 的 吗？  #,0 询问了解产品的渠道
0 不认识 业务员 我 现在 就是 玻璃 是 通过 哪里 了解 到 这个 产品 我 是 听 别人 给我？  #,0 询问了解产品的渠道
0 请问您 是 通过 什么 方式 购买 的 呢？ #,0 询问了解产品的渠道
0 支付宝 里面 不是 有一个 你 那。 #,0 询问了解产品的渠道
0 查 的 到 我 那个 银行 由 五百块 的 娱乐 保价 在那里 然后 我 就 写 了 一个 详情 那 里 是 有 你们 华夏。 华夏人寿 淘宝 请 按键 的 那个。 #,0 询问了解产品的渠道
0 您好 女士 您 当时 是 在 这个 支付宝 里面 买 的 这个 产品 嘛。 #,0 询问了解产品的渠道
0 之前 我们 这边 给您 介绍 过 吗？  #,0 询问是否已有业务员讲解
0 对 它 确实 有 年金 返还 类型 的 险种 是 有 业务员 给您 介绍 过 吗？  #,0 询问是否已有业务员讲解
0 嗯 好 那就是 现在 就 并不是 您 自己 投保 还是 家里人 投 的 保 是吧！ 对 嗯 好 那就 说 您 现在 是 有没有 业务员 给您 介绍 过 对 吗？ 如果 购买 重疾险 的 话 只 给 孩子 孩子 的 话 现在 我们 如果 保障 比较 全面 一些 的 像 常青树 系列 的。 保障 内容 都 会 比较 全面 一些 孩子 的 话 目前 有 推出 这种 专门 为 孩子 购买 的。 像 福利 常青树 少儿 版 针对于 孩子 的。  #,0 询问是否已有业务员讲解
0 咨询一下。 可以。 之前 有 业务员。  #,0 询问是否已有业务员讲解
0 嗯 之前 是 没有 工作人员 给您 介绍 过 是吗？  #,0 询问是否已有业务员讲解
0 之前 有 业务员 跟您 联系 过 吗？ 没有 那您 现在 是 想 买 什么 产品 我帮您 反馈 安排 业务员 跟您 联系 也 可以？  #,0 询问是否已有业务员讲解
0 给您 是 有 工作人员 给您 介绍 是吗？  #,0 询问是否已有业务员讲解
0 投保 的 吗 是吗 是 有 业务员 给您 介绍 过 吗 先生 如果没有 的 话 我 这边 可以 帮您登记 反馈 如果 有的 话 您 就 直接 联系 他 就 可以？  #,0 询问是否已有业务员讲解
0 等一下 没有 工作人员 给您 介绍 过 是吗？  #,0 询问是否已有业务员讲解
0 那您 现在 是 想 让 业务员 给 联系 是吗 额 我想 让 业务员 给您 退 我 可以帮您 反馈 安排 业务员 跟您 联系 可以 之前 有 业务员 跟您 联系 过 吗？  #,0 询问是否已有业务员讲解
0 之前 是 有 工作 跟您 联系 过 给您 推荐 这个 保险 的 吗？ 没有 啊！ 那您 是 通过 什么 渠道 了解 到 这个 产品 的 呢？  #,0 询问是否已有业务员讲解
0 嗯 您 之前 有 业务员 给您 介绍 过 吗？  #,0 询问是否已有业务员讲解
0 本月 嘛。 我们 这边 只能 是 看到 当地 的 贵 呃 公司地址 像 您 说的 这种 产品 我们 这边 就 查不到 了。 之前 是 有人 给您 介绍 过 公司 的 保险 吗？  #,0 询问是否已有业务员讲解
